件数,医療機関コード,医療機関名,住所,市町村,電話番号,医師名,診療科目,診療時間_午前,診療時間_午後,月,火,水,木,金,土,日,祝日,休診日_1,休診日_2,休診日_3,オンライン診療,夜間診療,特徴,MAP
122,04-13191 ,村上内科外科医院,〒779－1245阿南市那賀川町中島４８２番地,阿南市,0884-42-3110,村上　寛雅,小児科,9:00~12:30,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,0,0,施設内バリアフリーで、診察はとても慎重に行っていただけます。,"https://www.google.com/maps/place/%E6%9D%91%E4%B8%8A%E5%86%85%E7%A7%91%E5%A4%96%E7%A7%91%E5%8C%BB%E9%99%A2/@33.9400384,134.6665061,17z/data=!3m1!4b1!4m6!3m5!1s0x355315ceec5546fb:0xa34d6a710d505c43!8m2!3d33.940034!4d134.669081!16s%2Fg%2F1tdrc5kg?entry=ttu"
123,04-13241 ,松﨑内科医院,〒774－0048阿南市中大野町北傍示４８３番地１,阿南市,0884-23-5778,松﨑　敏朗,小児科,9:00~12:00,14:30~18:30,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,1,0,大野農協前のバス停より徒歩1分、中大野のバス停より徒歩1分、三条通りのバス停より徒歩4分とアクセスしやすくなっています。,"https://www.google.com/maps/place/%E6%9D%BE%E5%B4%8E%E5%86%85%E7%A7%91%E5%8C%BB%E9%99%A2/@33.9322784,134.5901731,17z/data=!3m1!4b1!4m6!3m5!1s0x3553110403333439:0x3bc4f9f9e339e1e0!8m2!3d33.932274!4d134.592748!16s%2Fg%2F1tqtvq7m?entry=ttu"
124,04-13266 ,井坂クリニック,〒774－0021阿南市津乃峰町長浜３７６番地１,阿南市,0884-27-0047,井坂　壽一,小児科,9:00~12:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,施設内バリアフリーで、ほくろ・イボの切除・接合手術(保険)といった治療も行えます。,"https://www.google.com/maps/place/%E4%BA%95%E5%9D%82%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@33.8884207,134.6520001,17z/data=!3m1!4b1!4m6!3m5!1s0x3553170fc66f88fd:0x5ff780cdcb09e1a2!8m2!3d33.8884163!4d134.654575!16s%2Fg%2F1tgd96rk?entry=ttu"
125,04-13332 ,阿南医療センター,〒774－0045阿南市宝田町川原６番地１,阿南市,0884-28-7777,前田　徹,小児科,8:30~16:45,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,1,総合病院です。紹介状があった方がスムースに診察していただけます。,"https://www.google.com/maps/place/JA%E5%BE%B3%E5%B3%B6%E5%8E%9A%E7%94%9F%E9%80%A3+%E9%98%BF%E5%8D%97%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC/@33.9243238,134.6438768,17z/data=!3m1!4b1!4m6!3m5!1s0x35531695cc016c27:0xce310edf446c475d!8m2!3d33.9243194!4d134.6464517!16s%2Fg%2F1tkdzsgv?entry=ttu"
126,04-13373 ,阿南いしばし医院,〒774－0009阿南市西路見町元村２８番地１,阿南市,0884-22-1484,石橋　直子,小児科,9:00~13:00,16:00~20:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,理念：地域の方々へ思いやりと、温かで信頼される質の高い医療をお届けしたい。,"https://www.google.com/maps/place/%E5%8C%BB%E7%99%82%E6%B3%95%E4%BA%BA%E5%A6%99%E6%B3%89%E4%BC%9A+%E9%98%BF%E5%8D%97%E3%81%84%E3%81%97%E3%81%B0%E3%81%97%E5%8C%BB%E9%99%A2/@33.9272714,134.6720393,17z/data=!3m1!4b1!4m6!3m5!1s0x3553156fccc648fb:0x499f1085821fae4c!8m2!3d33.927267!4d134.6746142!16s%2Fg%2F11flbwxv78?entry=ttu"
127,05-10053 ,岡内科病院,〒779－3601美馬市脇町字拝原１４９６番地５,美馬市,0883-52-0988,岡　芳剛,小児科,9:00~13:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,入院設備あり、施設内バリアフリー、女性医師常駐（常勤）,"https://www.google.com/maps/place/%E5%B2%A1%E5%86%85%E7%A7%91%E7%97%85%E9%99%A2/@34.0701522,134.2881862,12z/data=!4m10!1m2!2m1!1z5bKh5YaF56eR55eF6Zmi44CA5b6z5bO2!3m6!1s0x3553b73618b6db4d:0xac529b89e1df5dc1!8m2!3d34.066663!4d134.166153!15sChjlsqHlhoXnp5Hnl4XpmaLjgIDlvrPls7aSAQhob3NwaXRhbOABAA!16s%2Fg%2F1trc2s75?entry=ttu"
128,05-10061 ,ホウエツ病院,〒779－3602美馬市脇町大字猪尻字八幡神社下南１３０－３番地,美馬市,0883-52-1095,十亀　徳,小児科,9:00~12:30,13:30~17:30,1,1,1,1,1,1,0,0,日・祝,0,0,0,1,救急は24時間対応しています。,"https://www.google.com/maps/place/%E3%83%9B%E3%82%A6%E3%82%A8%E3%83%84%E7%97%85%E9%99%A2/@34.0639984,134.1539121,17z/data=!3m1!4b1!4m6!3m5!1s0x3553b73ced63d513:0xa19bb50c704aa09!8m2!3d34.063994!4d134.156487!16s%2Fg%2F1tjmbgzb?entry=ttu"
129,05-10087 ,成田病院,〒779－3601美馬市脇町字拝原２５７６,美馬市,0883-52-1258,藤野　晴彦,小児科,9:00~18:00,0,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,患者様が診察に来院の際には安心して迅速に治療をして頂けるよう努力されています。,"https://www.google.com/maps/place/%E5%8C%BB%E7%99%82%E6%B3%95%E4%BA%BA+%E8%97%A4%E9%87%8E%E4%BC%9A+%E6%88%90%E7%94%B0%E7%97%85%E9%99%A2/@34.065008,134.1588835,15z/data=!3m1!5s0x3553b0b44b46275f:0xe06b70ab181f2019!4m10!1m2!2m1!1z5oiQ55Sw55eF6Zmi44CA5b6z5bO2!3m6!1s0x3553b0b44acee68d:0xdd660f678a25175a!8m2!3d34.065008!4d134.175363!15sChXmiJDnlLDnl4XpmaLjgIDlvrPls7aSARBnZW5lcmFsX2hvc3BpdGFs4AEA!16s%2Fg%2F1vb99wsl?entry=ttu"
130,05-10657 ,佐藤内科,〒779－3601美馬市脇町字拝原１４１５－２,美馬市,0883-52-1045,佐藤　一樹,小児科,9:00~12:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,施設内バリアフリーで、入院設備あります。,"https://www.google.com/maps/place/%E4%BD%90%E8%97%A4%E5%86%85%E7%A7%91/@34.068268,134.164475,17z/data=!3m1!4b1!4m6!3m5!1s0x3553b7482e2b9473:0xe00a0c0a50115b26!8m2!3d34.068268!4d134.164475!16s%2Fg%2F1tx4m5gj?entry=ttu"
131,05-10749 ,成田診療所,〒779－3602美馬市脇町大字猪尻字西ノ久保３７番地２,美馬市,0883-55-0770,藤野　正晴,小児科,9:00~18:00,0,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,理念：いつも、医療・介護・福祉業務の原点に立って、あたたかい心で、共に成長していくこととしております。,"https://www.google.com/maps/place/%E5%8C%BB%E7%99%82%E6%B3%95%E4%BA%BA+%E8%97%A4%E9%87%8E%E4%BC%9A+%E6%88%90%E7%94%B0%E8%A8%BA%E7%99%82%E6%89%80/@34.0698009,134.1422252,15z/data=!4m10!1m2!2m1!1z5oiQ55Sw6Ki655mC5omA44CA5b6z5bO2!3m6!1s0x3553b715d9c05921:0x30365d25aabe597c!8m2!3d34.0698009!4d134.1509799!15sChjmiJDnlLDoqLrnmYLmiYDjgIDlvrPls7aSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1thy_hcy?entry=ttu"
132,05-13107 ,としま小児科,〒779－3601美馬市脇町字拝原１７７４－６,美馬市,0883-53-6011,戸島　健治,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,施設内バリアフリーです。,"https://www.google.com/maps/place/%E3%81%A8%E3%81%97%E3%81%BE%E5%B0%8F%E5%85%90%E7%A7%91/@34.062613,134.167203,17z/data=!3m1!4b1!4m6!3m5!1s0x3553b736a7c2199d:0x218d47b295a0ca63!8m2!3d34.062613!4d134.167203!16s%2Fg%2F1tsymll8?entry=ttu"
133,06-10010 ,徳島県立三好病院,〒778－8503三好市池田町シマ８１５－２,三好市,0883-72-1131,藤永　裕之,小児科,8:30~15:00,18:00~8:30,1,1,1,1,1,0,0,0,日・祝,土,0,0,1,夜間診療あります。基本的にかかりつけ医の紹介状が必要ですので、無い場合は事前に連絡してください。,"https://www.google.com/maps/place/%E5%BE%B3%E5%B3%B6%E7%9C%8C%E7%AB%8B%E4%B8%89%E5%A5%BD%E7%97%85%E9%99%A2/@34.0283998,133.8181341,17z/data=!3m1!4b1!4m6!3m5!1s0x35522a266a50e7f7:0x92c4475386f7cab2!8m2!3d34.0283998!4d133.8181341!16s%2Fg%2F122ybbwp?entry=ttu"
134,06-10051 ,北條病院,〒778－0002三好市池田町マチ２５２６－７,三好市,0883-72-0007,北條　文彦,小児科,9:00~12:00,13:30~17:00,1,1,1,1,1,1,0,0,日・祝,水・土（午後）,0,0,0,地域のニーズに応え地域の皆さまに愛される病院をめざしております。,"https://www.google.com/maps/place/%E5%8C%97%E6%A2%9D%E7%97%85%E9%99%A2/@34.0292076,133.8044602,17z/data=!3m2!4b1!5s0x355229f66f8f02e7:0xd8359a2f2e5d5e5d!4m6!3m5!1s0x355229f6657ce47b:0x8256ba45aa325daf!8m2!3d34.0292076!4d133.8044602!16s%2Fg%2F1v_z6qyh?entry=ttu"
135,06-10655 ,岸野医院,〒771－2304三好市三野町芝生１３６番地１,三好市,0883-77-2001,岸野　功,小児科,9:00~12:00,13:00~19:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,19:00まで診察していただけるので学校が終わってからでも間に合います。,"https://www.google.com/maps/place/%E5%B2%B8%E9%87%8E%E5%8C%BB%E9%99%A2/@34.0421496,133.9727491,17z/data=!3m1!4b1!4m6!3m5!1s0x3553cd234f00337b:0xc9c9246cbee5fc6d!8m2!3d34.0421496!4d133.9727491!16s%2Fg%2F1tdwbrvj?entry=ttu"
136,06-10697 ,三木医院,〒771－2304三好市三野町芝生１０２７番地,三好市,0883-77-3900,三木　聖夫,小児科,9:00~13:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,施設内バリアフリー、英語にも対応していただけます。,"https://www.google.com/maps/place/%E4%B8%89%E6%9C%A8%E5%8C%BB%E9%99%A2/@34.042285,133.971187,17z/data=!3m1!4b1!4m6!3m5!1s0x3553cd3ca1a5f7fd:0x84f0070f842d6f41!8m2!3d34.042285!4d133.971187!16s%2Fg%2F1tc_z95l?entry=ttu"
137,06-13055 ,郷外科・内科,〒779－5166三好市池田町川崎宮の前１２３の１,三好市,0883-74-5779,郷　正宏,小児科,9:00~13:00,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,出入口スロープ有り、施設内手すり完備、貸し出し車いす有ります。,"https://www.google.com/maps/place/%E9%83%B7%E5%A4%96%E7%A7%91%E5%86%85%E7%A7%91/@33.967363,133.7747839,17z/data=!3m1!4b1!4m6!3m5!1s0x3551880c77db24db:0x24df1e0e5e87071b!8m2!3d33.967363!4d133.7747839!16s%2Fg%2F1tfkt3z_?entry=ttu"
138,10-10012 ,国民健康保険勝浦病院,〒771－4306勝浦郡勝浦町大字棚野字鴻畑１３番地２,勝浦郡,0885-42-2555,樫原　茂,小児科,9:00~11:30,13:30~14:30,0,0,0,1,0,0,0,0,日・祝,月・火・水・金・土,0,0,0,免震構造を活かした南海トラフ地震への備え、水害時の避難場所としての機能も充実させていく予定です。,"https://www.google.com/maps/place/%E5%9B%BD%E6%B0%91%E5%81%A5%E5%BA%B7%E4%BF%9D%E9%99%BA+%E5%8B%9D%E6%B5%A6%E7%97%85%E9%99%A2/@33.9329739,134.5060459,17z/data=!3m1!4b1!4m6!3m5!1s0x35530f7d06089e17:0x661bc8723a39aedc!8m2!3d33.9329739!4d134.5060459!16s%2Fg%2F121fffy6?entry=ttu"
139,12-10372 ,上田医院,〒779－3205名西郡石井町高原字東高原１８１－２,名西郡,088-675-1130,上田　聡一郎,小児科,9:00~12:00,14:00~18:00,1,1,1,0,1,1,0,0,日・祝,木,0,0,0,月に1~2回管理栄養士による栄養指導を開いています。（※要予約）,"https://www.google.com/maps/place/%E4%B8%8A%E7%94%B0%E5%8C%BB%E9%99%A2/@34.081122,134.422681,17z/data=!3m1!4b1!4m6!3m5!1s0x35530af3fe9f655b:0x36c2ffdf70f5244b!8m2!3d34.081122!4d134.422681!16s%2Fg%2F1tlnb7f9?entry=ttu"
140,12-10380 ,田中医院,〒779－3244名西郡石井町浦庄字下浦６８９番地の１,名西郡,088-674-6181,田中　治,小児科,9:00~12:30,14:00~19:00,1,1,1,0,1,1,0,0,日・祝,0,0,0,1,急患は随時受け付けていますのでご相談ください。,"https://www.google.com/maps/place/%E7%94%B0%E4%B8%AD%E5%8C%BB%E9%99%A2/@34.0673132,134.3508118,12z/data=!4m10!1m2!2m1!1z55Sw5Lit5Yy76Zmi44CA5b6z5bO2!3m6!1s0x35530a43218183df:0xf6487bc8bafee2c6!8m2!3d34.0673132!4d134.4208496!15sChXnlLDkuK3ljLvpmaLjgIDlvrPls7aSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1td0w8ty?entry=ttu"
141,12-10430 ,神山医院,〒771－3421名西郡神山町下分字今井１６３番地,名西郡,088-677-0066,河野　宗夫,小児科,9:00~12:00,15:00~18:00,1,1,1,1,1,1,0,0,日・祝,火（午後）,0,0,0,入院設備あり。在宅医療の提供もされています。,"https://www.google.com/maps/place/%E7%A5%9E%E5%B1%B1%E5%8C%BB%E9%99%A2/@33.9599376,134.3083021,17z/data=!3m1!4b1!4m6!3m5!1s0x3553aebc8b293eed:0x922b48bef5cf3c17!8m2!3d33.9599376!4d134.3083021!16s%2Fg%2F1tjmbgz8?entry=ttu"
142,12-10463 ,佐々木外科内科,〒771－3311名西郡神山町神領字東野間１１２番地の２,名西郡,088-676-0006,佐々木　真人,小児科,9:00~12:30,14:30~18:30,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,患者様が受診しているほかの医療機関及び処方されている医薬品を把握し、必要な服用管理を行っていただけます。,"https://www.google.com/maps/place/%E4%BD%90%E3%80%85%E6%9C%A8%E5%A4%96%E7%A7%91%E5%86%85%E7%A7%91/@33.96728,134.352463,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a8fcd6de26a1:0xe0a737bd64dddddb!8m2!3d33.96728!4d134.352463!16s%2Fg%2F1tf33sh2?entry=ttu"
143,12-10471 ,伊勢内科小児科,〒779－3233名西郡石井町石井字石井７２６番地の７,名西郡,088-675-0535,伊勢　正夫,小児科,9:00~13:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,1,0,入院設備があり、内科　小児科それぞれに医師が配置されています。,"https://www.google.com/maps/place/%E4%BC%8A%E5%8B%A2%E5%86%85%E7%A7%91%E5%B0%8F%E5%85%90%E7%A7%91/@34.069424,134.453628,17z/data=!3m1!4b1!4m6!3m5!1s0x35530b0d005ac411:0x70d5c8ac878424d8!8m2!3d34.069424!4d134.453628!16s%2Fg%2F1wzt05rt?entry=ttu"
144,12-10521 ,尾崎医院,〒779－3224名西郡石井町高川原字加茂野３１８の８,名西郡,088-674-8855,尾崎　敏夫,小児科,9:00~12:30,14:00~18:00,1,1,1,0,1,1,0,0,日・祝,木,0,0,0,個人病院ですが、内科や呼吸器科、アレルギー科、小児科、リハビリテーション科など非常に幅広い診療をしてくださる先生がいらっしゃいます。,"https://www.google.com/maps/place/%E5%B0%BE%E5%B4%8E%E5%8C%BB%E9%99%A2/@34.083556,134.456519,17z/data=!3m1!4b1!4m6!3m5!1s0x35530b475275c17b:0x46106920807ddcb4!8m2!3d34.083556!4d134.456519!16s%2Fg%2F1tdqf8s3?entry=ttu"
145,12-10539 ,中谷医院,〒771－3311名西郡神山町神領字西野間２３番地１,名西郡,088-676-0013,中谷　哲也,小児科,9:00~12:00,14:00~19:00,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,CT設備が完備されています。,"https://www.google.com/maps/place/%E4%B8%AD%E8%B0%B7%E5%8C%BB%E9%99%A2/@33.966877,134.348172,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a8e20985d8b3:0xadd36d2dc5e31cd0!8m2!3d33.966877!4d134.348172!16s%2Fg%2F1tpc5t12?entry=ttu"
146,12-10547 ,川原内科外科,〒779－3222名西郡石井町高川原字天神７１２番地１,名西郡,088-675-0015,川原　弘行,小児科,9:00~12:30,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,天神南のバス停より徒歩2分とアクセス良好です。施設内もとても清潔感があります。,"https://www.google.com/maps/place/%E5%B7%9D%E5%8E%9F%E5%86%85%E7%A7%91%E3%83%BB%E5%A4%96%E7%A7%91/@34.082342,134.439974,17z/data=!3m1!4b1!4m6!3m5!1s0x35530b1e84d0aa93:0x7cd5348a30a6e3fa!8m2!3d34.082342!4d134.439974!16s%2Fg%2F1trqf07z?entry=ttu"
147,12-11024 ,須見医院,〒779－3213名西郡石井町藍畑字高畑１３１１,名西郡,088-674-0178,須見　昌輝,小児科,9:00~13:00,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,0,0,スマートフォンから症状に関する病気や受信のめやすがチェックできます。,"https://www.google.com/maps/place/%E9%A0%88%E8%A6%8B%E5%8C%BB%E9%99%A2/@34.0950216,134.4399703,17z/data=!3m1!4b1!4m6!3m5!1s0x35530b262ef3319b:0xd511ff9e42b76f2e!8m2!3d34.0950216!4d134.4399703!16s%2Fg%2F1w0s9pvx?entry=ttu"
148,12-11032 ,多田内科クリニック,〒779－3212名西郡石井町藍畑字東覚円５１０番地,名西郡,0886-74-0250,多田　直史,小児科,9:00~12:00,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,0,0,地域でとても人気のある病院です。先生やスタッフの方も優しい方が多く、症状をしっかりと診た上で治療方法を考えてくれます。,"https://www.google.com/maps/place/%E5%A4%9A%E7%94%B0%E5%86%85%E7%A7%91%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@34.095862,134.437399,17z/data=!3m1!4b1!4m6!3m5!1s0x35530b27f0da3a5b:0xa88554dce414ee7b!8m2!3d34.095862!4d134.437399!16s%2Fg%2F1tdcpbt1?entry=ttu"
149,13-12517 ,わだ内科,〒771－5203那賀郡那賀町和食郷字南川８７番地１,那賀郡,0884-62-3311,和田　達也,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木,0,0,0,院内はバリアフリーで、クレジットカードでの支払いができます。和食東バス停から徒歩1分でアクセスも良好です。,"https://www.google.com/maps/place/%E3%82%8F%E3%81%A0%E5%86%85%E7%A7%91/@33.8577405,134.4273404,12z/data=!4m10!1m2!2m1!1z44KP44Gg5YaF56eR44CA5b6z5bO2!3m6!1s0x3553038c140886cd:0xf5993da8a2491c0f!8m2!3d33.8577405!4d134.4973782!15sChXjgo_jgaDlhoXnp5HjgIDlvrPls7aSAQlpbnRlcm5pc3TgAQA!16s%2Fg%2F1vb99wp3?entry=ttu"
150,13-12525 ,山本医院,〒771－5406那賀郡那賀町延野字大原２０６番地１４,那賀郡,0884-62-3577,山本　弘幸,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木・土（午後）,0,0,0,院内はバリアフリーです。ほくろ・イボの切除・縫合手術(保険)といった治療も行っています。,"https://www.google.com/maps/place/%E5%B1%B1%E6%9C%AC%E5%8C%BB%E9%99%A2/@33.8198963,134.4829359,17z/data=!3m1!4b1!4m6!3m5!1s0x3553022368bddf67:0xe59479cda906f821!8m2!3d33.8198963!4d134.4829359!16s%2Fg%2F1tznk53d?entry=ttu"
151,13-12541 ,那賀町国民健康保険木頭診療所,〒771－6403那賀郡那賀町木頭和無田字イワツシ１番地,那賀郡,0884-68-2102,加納　将嗣,小児科,9:00~12:00,13:00~17:00,1,1,1,1,1,0,0,0,日・祝,土,火・木（午後）,0,0,肝炎ワクチン肺炎球菌ワクチンインフルエンザワクチンを接種できます。女性医師が在籍しています。（非常勤）,"https://www.google.com/maps/place/%E9%82%A3%E8%B3%80%E7%94%BA%E5%9B%BD%E6%B0%91%E5%81%A5%E5%BA%B7%E4%BF%9D%E9%99%BA+%E6%9C%A8%E9%A0%AD%E8%A8%BA%E7%99%82%E6%89%80/@33.7705707,134.1268184,12z/data=!4m10!1m2!2m1!1z6YKj6LOA55S65Zu95rCR5YGl5bq35L-d6Zm65pyo6aCt6Ki655mC5omA44CA5b6z5bO2!3m6!1s0x355245914cf82fbb:0xa1c494241b094ac8!8m2!3d33.7705707!4d134.1968562!15sCjPpgqPos4DnlLrlm73msJHlgaXlurfkv53pmbrmnKjpoK3oqLrnmYLmiYDjgIDlvrPls7aSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1tqt7h1h?entry=ttu"
152,13-12574 ,那賀町国民健康保険日野谷診療所,〒771－5410那賀郡那賀町大久保字大西３番地２,那賀郡,0884-62-0073,江川　創,小児科,9:30~12:30,15:00~17:30,1,1,1,1,1,1,0,0,日・祝,水・土（午後）,0,0,0,内視鏡、超音波、CT等の最新設備が完備されています。,"https://www.google.com/maps/place/%E9%82%A3%E8%B3%80%E7%94%BA%E5%9B%BD%E6%B0%91%E5%81%A5%E5%BA%B7%E4%BF%9D%E9%99%BA%E6%97%A5%E9%87%8E%E8%B0%B7%E8%A8%BA%E7%99%82%E6%89%80/@33.7705707,134.1268184,10z/data=!4m10!1m2!2m1!1z6YKj6LOA55S65Zu95rCR5YGl5bq35L-d6Zm65pel6YeO6LC36Ki655mC5omA44CA5b6z5bO2!3m6!1s0x3552fe4efb42e347:0xf9f24d63d29daa43!8m2!3d33.7916899!4d134.4438736!15sCjbpgqPos4DnlLrlm73msJHlgaXlurfkv53pmbrml6Xph47osLfoqLrnmYLmiYDjgIDlvrPls7aSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F1trpnlx2?entry=ttu"
153,14-10121 ,徳島県立海部病院,〒775－0006海部郡牟岐町大字中村字杉谷２６６,海部郡,0884-72-1166,浦岡　秀行,小児科,8:30~17:15,0,1,1,1,1,1,0,0,0,日・祝,土,0,0,1,総合病院で基本的に紹介状が必要となります。緊急外来は24時間受け付けています。,"https://www.google.com/maps/place/%E5%BE%B3%E5%B3%B6%E7%9C%8C%E7%AB%8B%E6%B5%B7%E9%83%A8%E7%97%85%E9%99%A2/@33.6708289,134.4146152,17z/data=!3m1!4b1!4m6!3m5!1s0x3552f79314853821:0xf6b88b276a007d5d!8m2!3d33.6708289!4d134.4146152!16s%2Fg%2F121_c578?entry=ttu"
154,14-10410 ,牟岐駅前クリニック,〒775－0006海部郡牟岐町大字中村字本村９５－１,海部郡,0884-72-3311,小柴　邦彦,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,火・土（午後）,0,0,0,通院困難な場合は往診や訪問在宅診療の対応もしてくださります。,"https://www.google.com/maps/place/%E5%B0%8F%E6%9F%B4%E5%8C%BB%E9%99%A2+%E7%89%9F%E5%B2%90%E9%A7%85%E5%89%8D%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@33.6713238,134.4197505,17z/data=!3m1!4b1!4m6!3m5!1s0x3552f7931a41c00f:0x38aa90a7ac438efc!8m2!3d33.6713238!4d134.4197505!16s%2Fg%2F1wzt05rm?entry=ttu"
155,14-10519 ,いしもとファミリークリニック,〒775－0203海部郡海陽町大里字白水９１番地１７,海部郡,0884-74-3503,石本　浩一,小児科,9:00~12:30,14:30~18:00,1,1,0,1,1,1,0,0,日・祝,水,0,0,0,医師やスタッフの顔を見ていただくだけで「病気が治ってしまう」と言っていただけるような心に寄り添えるクリニックを目指されています。,"https://www.google.com/maps/place/%E3%81%84%E3%81%97%E3%82%82%E3%81%A8%E3%83%95%E3%82%A1%E3%83%9F%E3%83%AA%E3%83%BC%E3%82%AF%E3%83%AA%E3%83%8B%E3%83%83%E3%82%AF/@33.6124021,134.3641751,17z/data=!3m1!4b1!4m6!3m5!1s0x35525f1c4b34d975:0xfdb63c78ed2be1d9!8m2!3d33.6124021!4d134.3641751!16s%2Fg%2F1t_wm53w?entry=ttu"
156,14-10543 ,大里医院,〒775－0203海部郡海陽町大里字松原３４番地の４７,海部郡,0884-73-3102,木下　肇,小児科,9:00~12:30,14:00~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,0,常に患者のみなさんの立場に立った、親切、誠実、丁寧な診療を心がけておられます。気になることがありましたらお気軽にご来院くださいとのことです。,"https://www.google.com/maps/place/%E5%8C%BB%E7%99%82%E6%B3%95%E4%BA%BA+%E6%9D%BE%E5%8E%9F%E4%BC%9A+%E5%A4%A7%E9%87%8C%E5%8C%BB%E9%99%A2/@33.6068535,134.3630626,17z/data=!3m1!4b1!4m6!3m5!1s0x35525f025ba68c81:0x5f81a8b32bb54cdf!8m2!3d33.6068535!4d134.3630626!16s%2Fg%2F1tfq70_x?entry=ttu"
157,14-10956 ,イワキ医院,〒779－2304海部郡美波町日和佐浦６４－２,海部郡,0884-77-0005,居和城　宏,小児科,9:00~12:00,14:00~17:30,1,1,1,1,1,1,0,0,日・祝,土（午後）,0,0,0,湾岸沿いにある小規模な診療所です。小児ワクチンや肺炎ワクチンなど各種ワクチン接種に対応できます。,"https://www.google.com/maps/place/%E3%82%A4%E3%83%AF%E3%82%AD%E5%8C%BB%E9%99%A2/@33.7320038,134.5358498,17z/data=!3m1!4b1!4m6!3m5!1s0x3552fcdc76543c31:0x19373bb4ce95b899!8m2!3d33.7320038!4d134.5358498!16s%2Fg%2F1vq72n_4?entry=ttu"
158,15-10045 ,吉野川病院,〒771－0206板野郡北島町高房字八丁野西３６－１３,板野郡,088-698-6111,永　信治,小児科,9:00~12:30,13:30~17:30,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,入院設備が整っており、MRI、CTといった最新設備も完備されている大規模病院です。,"https://www.google.com/maps/place/%E5%90%89%E9%87%8E%E5%B7%9D%E7%97%85%E9%99%A2/@34.1319045,134.5377491,17z/data=!3m1!4b1!4m6!3m5!1s0x355371f6245e2697:0xf058ea8b6852a74f!8m2!3d34.1319045!4d134.5377491!16s%2Fg%2F1vzqq28b?entry=ttu"
159,15-10417 ,清水内科,〒771－1202板野郡藍住町奥野字和田７１番地１３,板野郡,088-692-8900,清水　大樹,小児科,9:00~12:30,14:30~18:00,1,1,1,1,1,1,0,0,日・祝,木（午後）,0,0,1,呼吸器内科の専門医による質の高い医療が提供されており、急患の場合は時間外診療もしていただけます。（※要相談）,"https://www.google.com/maps/place/%E6%B8%85%E6%B0%B4%E5%86%85%E7%A7%91/@34.121018,134.493585,17z/data=!3m1!4b1!4m6!3m5!1s0x35537398a0c9cfc1:0x3e4957f3a7470cd7!8m2!3d34.121018!4d134.493585!16s%2Fg%2F1tf_qprm?entry=ttu"
160,15-10441 ,野田医院,〒771－1301板野郡上板町鍛冶屋原字西北原１８番地,板野郡,088-694-2009,野田　泰弘,小児科,9:00~12:30,15:00~19:00,1,1,1,1,1,1,0,0,日・祝,0,0,0,0,エコーや胃カメラ、血液検査も実施していただけて、診療時間前に検査をしていただける場合もあります。（※要相談）,"https://www.google.com/maps/place/%E9%87%8E%E7%94%B0%E5%8C%BB%E9%99%A2/@34.1198493,134.3974606,17z/data=!3m1!4b1!4m6!3m5!1s0x3553a000daf7ad29:0xc457806bb04e855a!8m2!3d34.1198493!4d134.3974606!16s%2Fg%2F1v41y86l?entry=ttu"
